Frame,Object_ID,Center_X,Center_Y
17,person,717.427978515625,171.27667
17,person,945.9911499023438,210.89076
18,car,409.8503112792969,149.56514
18,droide,640.2799072265625,143.12125
18,person,716.6680908203125,170.77707
18,person,716.8587646484375,171.36003
18,person,901.0435791015625,211.90149
19,car,408.8580322265625,147.41605
19,droide,640.1671142578125,143.62354
19,person,715.7703247070312,169.92026
19,person,900.0040283203125,212.08737
20,car,408.2286376953125,144.40189
20,droide,639.2545166015625,141.75232
20,person,714.7565307617188,170.66187
20,person,899.3970336914062,213.69125
20,person,716.3472900390625,172.49344
20,person,942.4434814453125,210.98727
21,car,407.1517028808594,140.48123
21,droide,638.7567138671875,141.52213
21,person,714.469482421875,170.71368
21,person,899.0465698242188,213.75494
21,person,716.178466796875,172.37003
22,car,405.42010498046875,136.53976
22,droide,638.197265625,140.82535
22,person,713.948974609375,171.78406
22,person,898.9970703125,215.33969
22,person,716.1075439453125,173.7323
23,car,404.2075500488281,134.97508
23,droide,638.17529296875,139.64685
23,person,713.8613891601562,170.89114
23,person,898.2391357421875,215.45645
24,car,403.1395263671875,131.3726
24,droide,638.2548828125,139.39568
24,person,713.5538330078125,168.84955
24,person,897.5263671875,214.45642
25,car,401.0896301269531,130.185
25,droide,638.19921875,139.37155
25,person,713.1824951171875,169.59506
25,person,897.4130249023438,213.86185
26,car,400.0118713378906,128.4952
26,droide,637.4967041015625,139.55127
26,person,712.5001831054688,170.55008
26,person,898.2578125,212.446
27,car,399.57952880859375,125.366394
27,droide,637.0946655273438,139.75266
27,person,712.4107666015625,170.65652
27,person,899.802001953125,210.21637
28,car,399.32672119140625,122.79474
28,droide,636.927734375,139.05038
28,person,711.490966796875,169.62656
29,car,398.607666015625,120.19617
29,droide,637.1300048828125,139.13202
29,person,710.0949096679688,168.68747
29,person,899.2594604492188,210.14746
30,car,397.90008544921875,116.614746
30,droide,637.4446411132812,138.67908
30,person,708.4404907226562,165.69997
30,person,898.4766845703125,210.3501
30,person,893.691650390625,209.17973
31,car,397.73919677734375,115.44972
31,droide,637.0772705078125,138.50641
31,person,707.4873046875,165.33977
31,person,893.460693359375,207.56891
31,person,898.4141235351562,208.32144
32,car,397.05731201171875,113.94139
32,droide,636.88623046875,138.65222
32,person,707.17333984375,166.31122
32,person,893.4203491210938,206.30476
32,person,897.7296142578125,206.52713
33,car,397.0476379394531,111.567764
33,droide,636.6689453125,138.47363
33,person,706.6710205078125,164.56372
33,person,893.3157348632812,207.2976
33,person,897.4942626953125,206.78494
34,car,396.82598876953125,108.72171
34,droide,636.7982788085938,138.74606
34,person,705.7491455078125,165.64143
34,person,893.4291381835938,207.7366
34,person,837.9959716796875,131.38986
35,car,396.6534118652344,106.7354
35,droide,636.858642578125,138.73796
35,person,705.777587890625,166.17441
35,person,836.7020263671875,131.29614
35,person,893.301025390625,208.43863
36,car,396.83697509765625,104.48216
36,droide,636.799560546875,138.94376
36,person,836.9056396484375,132.06647
36,person,705.6134033203125,164.34344
36,person,892.4813232421875,209.65164
37,car,397.18304443359375,102.19043
37,droide,636.5552978515625,139.25601
37,person,837.6024169921875,133.92874
37,person,705.0797119140625,163.80559
37,person,893.24365234375,210.53668
38,car,396.9483642578125,100.0372
38,droide,636.579345703125,138.63028
38,person,838.601318359375,131.99783
38,person,893.3961791992188,211.6497
38,person,702.589111328125,162.86021
39,car,396.5774230957031,98.37709
39,droide,636.47998046875,138.49208
39,person,839.6546630859375,129.85074
39,person,893.5657958984375,212.12784
39,person,702.9248046875,162.85571
40,droide,635.4065551757812,138.84209
40,car,395.83673095703125,97.36546
40,person,839.8553466796875,129.28113
40,person,702.2490234375,162.4155
40,person,892.112060546875,211.12906
41,droide,635.5428466796875,138.41681
41,car,395.90863037109375,94.527664
41,person,840.6245727539062,128.30302
41,person,701.490234375,162.26492
41,person,889.9027099609375,211.04956
42,droide,635.6797485351562,138.38727
42,car,395.5596923828125,92.55317
42,person,841.4342651367188,129.34741
42,person,700.5043334960938,161.64456
42,person,892.0211181640625,211.93631
43,droide,635.75830078125,138.25732
43,car,395.57501220703125,91.315216
43,person,699.8153686523438,161.83778
43,person,841.93994140625,130.91742
43,person,892.6369018554688,211.94583
44,car,394.98419189453125,87.7467
44,droide,635.771484375,138.08337
44,person,699.0695190429688,162.11864
44,person,842.72119140625,130.53304
44,person,892.6427001953125,210.64198
45,car,394.2530517578125,86.03745
45,droide,635.849853515625,138.13744
45,person,698.6702880859375,161.65637
45,person,843.8618774414062,129.63191
45,person,893.126220703125,210.15958
46,car,393.5035705566406,83.94472
46,droide,635.87548828125,138.42834
46,person,697.473876953125,161.13869
46,person,845.0599365234375,129.01877
46,person,893.2972412109375,210.75296
47,droide,635.815185546875,138.50246
47,car,393.3353271484375,82.851074
47,person,697.2971801757812,160.79575
47,person,892.6362915039062,209.87769
47,person,845.732666015625,128.63916
47,person,846.5825805664062,126.54892
48,droide,635.80859375,138.89305
48,car,392.91412353515625,81.64728
48,person,696.52978515625,160.51788
48,person,893.4684448242188,207.26016
49,droide,635.7110595703125,138.40677
49,car,393.1864318847656,80.28731
49,person,696.8162231445312,161.30873
49,person,851.4554443359375,128.82936
49,person,893.1514892578125,207.85306
50,car,392.4418029785156,78.72743
50,droide,635.7761840820312,138.39476
50,person,695.4044799804688,161.50752
50,person,852.8074340820312,127.19908
50,person,894.16162109375,209.99054
51,car,392.38079833984375,78.06204
51,droide,635.8956298828125,138.1807
51,person,695.02783203125,161.5986
51,person,853.1409301757812,127.203476
51,person,894.2701416015625,210.3236
52,car,391.35748291015625,76.95145
52,droide,635.8139038085938,138.0974
52,person,694.5823974609375,161.00336
52,person,853.8016357421875,126.98097
52,person,894.3448486328125,209.42044
53,car,390.83148193359375,75.9524
53,droide,635.8292236328125,138.17778
53,person,693.5157470703125,161.74075
53,person,854.4976806640625,128.21417
53,person,893.9576416015625,208.86655
54,droide,635.8350830078125,138.5472
54,car,390.21868896484375,74.19922
54,person,692.8348388671875,159.14622
54,person,855.739990234375,133.85236
54,person,893.8475341796875,209.95084
54,person,897.6744995117188,209.56601
55,car,389.6781921386719,72.60539
55,droide,635.7843017578125,138.23325
55,person,692.5034790039062,158.19208
55,person,857.446533203125,127.56708
55,person,893.2158813476562,208.57935
55,person,897.8453369140625,207.85489
56,car,388.8243713378906,71.84946
56,droide,635.64404296875,137.9626
56,person,691.8516845703125,158.64687
56,person,858.710693359375,147.72864
56,person,893.9107666015625,208.32205
56,person,857.8027954101562,168.62329
56,person,897.5779418945312,208.09207
57,droide,635.7316284179688,137.63364
57,car,388.17791748046875,71.2128
57,person,691.54541015625,156.8073
57,person,859.718017578125,147.55246
57,person,892.4168701171875,210.29489
57,person,858.8736572265625,169.17973
58,car,387.25225830078125,70.88339
58,droide,635.6258544921875,137.81586
58,person,691.278564453125,157.35417
58,person,892.7166137695312,210.21341
59,car,386.97076416015625,69.102615
59,droide,635.6238403320312,137.94348
59,person,691.3662109375,155.84637
59,person,892.5115966796875,209.4477
60,car,386.20587158203125,67.01145
60,droide,635.51708984375,138.66995
60,person,690.864990234375,153.39418
60,person,894.4444580078125,214.46278
61,car,385.7055358886719,66.99486
61,droide,635.4437255859375,138.2023
61,person,894.2987060546875,214.14597
61,person,689.9951171875,155.13727
62,car,385.52685546875,67.27203
62,droide,635.3289794921875,138.33603
62,person,689.6983642578125,156.53027
62,person,868.3497314453125,129.04189
62,person,894.1582641601562,213.13013
63,car,385.22833251953125,66.31052
63,droide,635.340087890625,138.45993
63,person,689.0922241210938,157.46906
63,person,868.277099609375,128.63217
63,person,893.9013671875,213.63498
64,car,384.43621826171875,65.62268
64,droide,635.4091796875,139.2205
64,person,894.0362548828125,213.38644
64,person,687.2689819335938,153.72029
65,car,383.7982482910156,64.67523
65,droide,635.5548095703125,139.24033
65,person,686.1400146484375,154.28473
65,person,894.149169921875,213.32957
65,person,686.034912109375,155.5438
66,droide,635.5162963867188,138.70218
66,car,383.83551025390625,62.25334
66,person,684.7327880859375,153.48961
66,person,893.422119140625,212.32663
66,person,685.19775390625,154.77841
67,droide,635.6260986328125,138.43309
67,car,383.343994140625,61.81012
67,person,683.724365234375,153.24341
67,person,893.832275390625,213.60446
67,person,684.7394409179688,154.5221
68,droide,635.5405883789062,138.40106
68,car,383.6162414550781,60.845573
68,person,683.2021484375,151.79045
68,person,894.0455322265625,213.36244
69,droide,635.6768798828125,138.07007
69,car,383.46697998046875,60.765587
69,person,682.6553344726562,151.64566
69,person,894.1803588867188,213.60983
70,droide,635.7357177734375,138.23106
70,car,382.1495666503906,59.68416
70,person,681.6851806640625,151.78845
70,person,894.1558837890625,212.57129
71,car,382.0860595703125,58.378807
71,droide,635.669677734375,138.3878
71,person,681.5543212890625,150.31244
71,person,894.200927734375,211.14594
72,car,382.1058349609375,56.476448
72,droide,635.7098388671875,138.33463
72,person,681.8309326171875,149.9686
72,person,894.1217041015625,209.70062
73,car,381.81365966796875,55.717873
73,droide,635.6796875,138.19179
73,person,681.2916259765625,151.8563
73,person,893.9564208984375,208.63718
74,car,381.75469970703125,54.761887
74,droide,635.6903076171875,138.54108
74,person,679.470458984375,151.58704
74,person,892.9833374023438,210.25928
74,person,890.2164306640625,208.35016
75,car,381.062255859375,55.58329
75,droide,635.5283203125,138.67822
75,person,678.33251953125,151.65506
75,person,893.2352294921875,210.00958
76,car,380.723388671875,55.072395
76,droide,635.6165161132812,138.32758
76,person,678.037109375,151.91687
76,person,892.97265625,209.4372
77,car,380.4891662597656,54.866493
77,droide,635.6373291015625,138.44774
77,person,677.6635131835938,152.23087
77,person,892.1319580078125,210.03787
78,car,379.6236877441406,54.806717
78,droide,635.7984008789062,138.86722
78,person,676.5323486328125,151.01399
78,person,892.0155029296875,207.20117
79,car,379.7396240234375,54.440887
79,droide,635.7369384765625,139.227
79,person,676.8397216796875,150.1512
80,car,379.23834228515625,55.2668
80,droide,636.080322265625,138.35059
80,person,677.725830078125,149.24998
81,car,378.7825927734375,53.92608
81,droide,636.0797119140625,138.56503
81,person,677.05908203125,148.64713
82,droide,635.9527587890625,139.34235
82,car,378.23870849609375,53.06732
82,person,676.1802978515625,148.78024
82,person,904.9614868164062,204.07036
82,person,900.94482421875,205.9563
83,car,378.0115051269531,53.282104
83,droide,636.2167358398438,138.45227
83,person,676.0801391601562,148.88737
83,person,904.13818359375,204.21652
83,person,900.4505615234375,205.95432
84,car,377.563720703125,52.2677
84,droide,635.9505004882812,138.43811
84,person,904.9841918945312,202.66013
84,person,676.73974609375,148.17395
85,car,376.83978271484375,51.373528
85,droide,635.89208984375,137.6806
85,person,676.4415283203125,148.84045
85,person,887.45751953125,212.0054
86,droide,635.7191162109375,137.7148
86,car,376.1961669921875,50.33136
86,person,675.8654174804688,149.0013
87,droide,635.8246459960938,137.6597
87,car,375.869384765625,49.77903
87,person,676.4208984375,149.03642
87,person,885.8977661132812,211.43323
88,droide,635.80810546875,137.79648
88,car,373.77001953125,49.797043
88,person,676.703857421875,148.88013
89,droide,635.7341918945312,137.54001
89,car,372.6956787109375,49.46959
89,person,676.6593017578125,149.03075
90,droide,635.7711181640625,137.43922
90,car,371.826171875,47.22458
90,person,891.9097290039062,208.30574
91,car,370.9486389160156,45.593437
91,droide,635.712890625,137.59344
91,person,889.8760986328125,209.2427
91,person,670.0501708984375,147.77534
92,car,369.5923767089844,43.698425
92,droide,635.7667236328125,137.52518
92,person,890.4426879882812,210.31082
92,person,669.9562377929688,147.77045
93,car,367.76336669921875,43.275993
93,droide,635.6744384765625,137.72513
93,person,670.037841796875,147.69939
93,person,892.220947265625,208.8335
93,person,771.126953125,114.63403
94,car,365.2405700683594,42.210632
94,droide,635.6323852539062,137.85837
94,person,669.9924926757812,147.68408
94,person,891.87109375,205.13098
94,person,773.26953125,114.99353
95,car,364.00506591796875,39.847633
95,droide,635.5888061523438,137.70955
95,person,669.9417724609375,147.98428
95,person,892.8418579101562,203.27426
95,person,771.3422241210938,112.91603
96,car,360.4811096191406,38.19764
96,droide,635.5213623046875,137.95914
96,person,669.90625,147.96152
96,person,893.850341796875,201.88315
96,person,898.171630859375,202.65283
97,car,358.1685791015625,37.42592
97,droide,635.5831298828125,137.98764
97,person,892.3820190429688,204.11179
97,person,669.8785400390625,147.94096
97,person,898.2266845703125,204.10748
98,droide,635.601806640625,137.85152
98,car,353.66143798828125,35.892212
98,person,669.81982421875,147.86078
98,person,889.3803100585938,205.75668
99,droide,635.5784912109375,137.65446
99,car,350.6123352050781,34.853733
99,person,669.8915405273438,147.84836
99,person,887.13720703125,205.79892
100,droide,635.656494140625,138.64557
100,car,344.47991943359375,35.779465
100,person,885.0521240234375,205.93124
101,droide,635.7996826171875,138.73013
101,car,339.60858154296875,34.955605
101,person,885.1887817382812,208.12524
102,droide,635.5579833984375,138.4359
102,car,333.69366455078125,34.058594
102,person,669.4948120117188,148.2449
102,person,885.9309692382812,207.41083
103,droide,635.4756469726562,138.51472
103,car,328.04864501953125,33.985634
103,person,669.5390625,148.11209
103,person,886.5704345703125,209.10269
104,droide,635.4750366210938,138.56621
104,car,320.63250732421875,33.241623
104,person,669.526123046875,148.14777
105,droide,635.493896484375,138.57773
105,car,313.77520751953125,32.655685
105,person,669.5074462890625,148.27744
106,droide,635.4952392578125,138.59981
106,car,304.5042724609375,31.350292
106,person,669.5166625976562,148.27742
106,person,889.3440551757812,207.87054
107,droide,635.62451171875,138.67249
107,car,298.4491271972656,30.947418
107,person,669.4801025390625,148.26976
107,person,887.5996704101562,207.78876
108,droide,635.6671142578125,138.59068
108,car,285.8087158203125,30.681488
108,person,669.5504150390625,148.4332
108,person,886.48828125,208.23212
109,droide,635.6328125,138.7038
109,car,278.25274658203125,29.991089
109,person,669.5274658203125,148.5878
109,person,887.05224609375,206.95493
110,droide,635.6466064453125,138.44173
110,car,267.96551513671875,28.581562
110,person,669.496826171875,148.44235
111,droide,635.62890625,138.52531
111,car,259.6185302734375,27.764153
111,person,669.4817504882812,148.52411
111,person,906.355712890625,197.93445
112,droide,635.70947265625,138.43988
112,car,247.9222412109375,27.392422
112,person,669.436279296875,148.63588
112,person,906.4296264648438,194.62384
113,droide,635.7010498046875,138.52245
113,car,242.63348388671875,26.600971
113,person,669.3636474609375,148.70505
114,droide,635.7255859375,138.21619
114,car,190.03282165527344,23.856953
114,car,234.53570556640625,24.886307
114,person,903.6853637695312,189.81863
114,person,669.3671875,148.5885
115,droide,635.6782836914062,138.04321
115,car,189.1389923095703,24.596497
115,car,210.57269287109375,24.461388
115,person,885.7818603515625,210.40604
115,person,669.3826904296875,148.59546
115,person,905.2283935546875,191.92773
115,car,198.1829833984375,25.498322
116,droide,635.591796875,138.06708
116,car,205.59681701660156,24.445564
116,person,669.3753662109375,148.61438
116,person,951.7718505859375,188.25821
116,person,903.5250244140625,194.01125
116,person,955.370361328125,190.73042
116,car,189.57374572753906,22.009064
116,person,885.7814331054688,210.0342
117,droide,635.5679321289062,137.9381
117,car,188.23150634765625,21.97865
117,person,669.380615234375,148.47287
117,person,951.243408203125,189.35327
117,person,903.8291015625,194.21829
118,droide,635.553955078125,137.72656
118,person,669.447265625,148.41089
118,person,954.9938354492188,191.2684
118,person,951.9925537109375,189.70444
118,person,902.9881591796875,192.69986
118,car,165.77523803710938,23.493816
119,droide,635.4862060546875,137.86038
119,car,161.68435668945312,23.893444
119,person,669.3961181640625,148.46603
119,person,903.9014892578125,191.58139
119,person,955.7498168945312,191.48187
119,person,952.7487182617188,191.06747
120,droide,635.535888671875,138.68335
120,person,903.030029296875,195.7121
120,droide,776.3580322265625,168.08255
120,person,953.5751953125,190.43784
120,person,669.6373291015625,148.56656
120,person,776.0827026367188,117.82562
120,car,173.84088134765625,22.189419
120,droide,775.2054443359375,169.93307
121,droide,635.632568359375,138.16699
121,person,902.548095703125,195.65616
121,person,954.48193359375,188.20215
121,person,776.5594482421875,117.94946
121,person,669.7061767578125,148.57874
121,droide,779.350341796875,166.76443
121,person,727.57958984375,66.82034
122,droide,635.693603515625,138.02713
122,person,902.786865234375,195.41248
122,droide,765.3196411132812,166.75354
122,person,669.632080078125,148.23654
122,droide,775.966552734375,166.78732
122,person,955.4122314453125,188.40463
122,person,778.2607421875,117.86394
122,person,725.7457885742188,65.76392
122,droide,776.8666381835938,117.14139
123,droide,635.681640625,137.978
123,droide,773.4627075195312,165.65189
123,person,902.31494140625,195.6687
123,person,777.456298828125,117.05783
123,person,963.039306640625,187.33481
123,person,669.7587890625,148.16017
123,person,953.3568115234375,187.22438
123,person,726.117431640625,65.14064
124,droide,635.498779296875,137.89249
124,droide,769.4913940429688,165.8916
124,person,777.1441650390625,115.93468
124,person,901.902587890625,196.30469
124,person,963.168701171875,188.38565
124,person,669.8108520507812,148.19595
125,droide,635.6256103515625,137.54489
125,droide,767.6937255859375,165.66779
125,person,963.1927490234375,192.9342
125,person,901.6796875,196.94757
125,person,776.322021484375,116.25882
125,person,669.8363037109375,148.0274
126,droide,635.574951171875,137.5477
126,droide,763.7037353515625,166.73798
126,person,964.203857421875,194.89426
126,person,901.9283447265625,197.14905
126,person,669.8446044921875,148.04477
126,person,776.5223388671875,116.98332
126,droide,775.7884521484375,116.48074
126,person,716.8373413085938,70.217606
127,droide,635.6406860351562,137.63513
127,person,965.9417724609375,194.83542
127,droide,762.1255493164062,167.18643
127,person,901.8378295898438,196.99643
127,person,669.726318359375,148.17038
127,person,716.4772338867188,66.98091
127,person,777.6563720703125,116.71564
128,droide,635.75341796875,137.63377
128,person,967.5537109375,196.29147
128,person,901.7937622070312,196.97787
128,person,669.7374267578125,148.21832
128,droide,758.3097534179688,163.78403
128,person,714.3297729492188,64.02248
128,person,970.67919921875,198.264
128,person,777.9805297851562,115.69902
129,droide,635.7526245117188,137.50053
129,person,967.9820556640625,197.58194
129,person,901.6991577148438,196.78116
129,person,669.5966186523438,148.21507
129,person,712.6306762695312,64.353355
129,droide,761.1212158203125,164.57681
129,car,762.5452270507812,168.72772
130,droide,635.7175903320312,137.29141
130,person,970.114013671875,199.47235
130,droide,754.336669921875,165.6492
130,person,669.6616821289062,148.22076
130,person,901.055908203125,197.27783
131,droide,635.6709594726562,137.12251
131,person,971.0335693359375,198.30353
131,person,777.278076171875,202.8746
131,person,778.3294677734375,115.594376
131,droide,750.341064453125,164.63351
131,person,669.6324462890625,148.28749
131,person,901.2984619140625,198.32416
131,person,972.0888671875,200.67902
131,person,775.915283203125,206.87918
131,car,752.5069580078125,165.51096
132,droide,635.6577758789062,137.50264
132,person,779.0405883789062,116.923645
132,person,772.2298583984375,203.53384
132,person,970.0953369140625,195.941
132,person,669.4930419921875,148.30078
132,person,973.4481811523438,198.81989
132,person,901.128173828125,197.9348
132,droide,747.6680908203125,164.50223
133,droide,635.6787719726562,137.51639
133,person,780.0845336914062,120.910645
133,person,971.226318359375,195.25531
133,person,772.3438720703125,203.36572
133,person,669.525146484375,148.49435
133,person,769.9633178710938,206.9082
133,person,780.1085205078125,127.466156
133,person,900.8696899414062,197.35437
133,person,976.1396484375,195.53125
133,droide,742.3690185546875,163.83792
133,person,764.95361328125,201.99503
133,person,973.95068359375,198.64604
134,droide,635.69482421875,137.35321
134,person,781.117919921875,118.455475
134,person,977.72998046875,197.85333
134,person,669.4713745117188,148.29622
134,person,760.5643920898438,204.04532
134,droide,740.1566162109375,162.7309
134,person,973.3216552734375,197.19617
134,person,899.9441528320312,197.91885
135,droide,635.732666015625,137.51962
135,person,980.57421875,199.17001
135,person,758.3256225585938,205.32886
135,person,779.73583984375,135.88075
135,person,669.3590087890625,148.29468
135,droide,737.5432739257812,163.58325
135,person,899.9791259765625,197.4637
135,person,780.4838256835938,131.77737
136,droide,635.7213134765625,137.53328
136,person,757.1424560546875,203.59178
136,person,983.9320678710938,199.34296
136,person,669.3743286132812,148.2323
136,person,781.0660400390625,120.90311
136,droide,733.396484375,164.19385
136,person,900.695068359375,196.38672
137,droide,635.7119140625,137.36472
137,person,756.578369140625,203.84048
137,person,984.8445434570312,198.48929
137,person,669.34619140625,148.18945
137,person,782.2421875,120.318726
137,droide,729.3084716796875,163.88629
137,person,782.3109130859375,117.92691
137,person,900.4366455078125,196.4816
138,droide,635.6371459960938,136.94495
138,person,988.3072509765625,201.9687
138,person,756.6182861328125,204.43335
138,person,783.1219482421875,123.43602
138,droide,726.1990356445312,162.8937
138,person,669.1097412109375,147.81282
138,person,760.43505859375,210.71011
138,person,716.08154296875,67.05569
138,person,900.98046875,195.55005
139,droide,635.6258544921875,136.93759
139,person,756.554931640625,204.37543
139,droide,728.4234008789062,163.2915
139,person,989.2139892578125,203.69974
139,person,669.37451171875,148.43979
139,person,784.7667236328125,122.491455
139,person,714.6396484375,66.489746
139,person,761.1273193359375,211.90979
139,person,901.905517578125,195.48468
139,person,784.1307373046875,124.77956
140,droide,635.2720336914062,137.27939
140,person,712.6403198242188,66.9016
140,droide,728.928466796875,163.6138
140,person,755.8363037109375,207.03537
140,person,786.475341796875,120.85545
140,person,901.0079956054688,195.73859
140,person,759.708984375,202.91985
140,droide,723.780517578125,164.41177
140,person,669.5835571289062,148.49512
140,person,992.6487426757812,202.29623
140,person,785.0188598632812,122.66066
141,droide,635.3482666015625,137.47801
141,person,755.2753295898438,208.78961
141,droide,725.9992065429688,163.57832
141,person,787.4852294921875,123.0844
141,person,711.6214599609375,66.98531
141,person,993.8383178710938,201.66125
141,person,898.6093139648438,198.27457
141,person,669.5072021484375,148.4686
141,person,785.2816162109375,125.75842
142,droide,635.5059814453125,137.50923
142,person,754.2166748046875,208.68246
142,person,995.71484375,203.18034
142,droide,729.6337890625,163.55655
142,person,710.154052734375,65.694786
142,person,898.3541259765625,197.31787
142,person,669.291015625,148.37279
142,person,788.142822265625,125.10506
143,droide,635.519775390625,137.53227
143,person,753.853759765625,206.29262
143,person,995.9190673828125,209.23184
143,droide,727.8154296875,162.4934
143,person,789.2130126953125,129.7497
143,person,898.27783203125,196.56233
143,person,709.3029174804688,66.040245
143,person,669.3919677734375,148.41408
143,person,791.7474975585938,212.34244
144,droide,635.5684814453125,137.51595
144,person,997.612060546875,209.92603
144,person,754.1530151367188,202.9425
144,person,790.3681640625,211.9935
144,person,669.4375,148.55823
144,person,897.0476684570312,199.65948
144,person,679.4883422851562,71.652176
144,droide,727.2025756835938,161.26395
144,person,790.53857421875,125.2578
145,droide,635.5049438476562,137.58463
145,person,998.96826171875,210.90967
145,person,752.460693359375,205.36703
145,person,680.270263671875,71.70032
145,person,788.2378540039062,209.92712
145,droide,727.9302978515625,161.92151
145,person,669.3602905273438,148.65599
145,person,896.963134765625,198.16272
146,droide,635.615966796875,138.00677
146,person,1002.698486328125,212.60623
146,person,751.1633911132812,206.57288
146,droide,727.2012329101562,162.13477
146,person,679.863037109375,73.303314
146,person,669.4447021484375,148.64197
146,person,786.7147827148438,209.00232
146,person,894.1353759765625,197.20306
146,droide,721.001708984375,161.86105
147,droide,635.6633911132812,137.65225
147,person,1003.907470703125,215.34476
147,person,751.262451171875,203.5916
147,person,680.425048828125,72.6281
147,droide,725.43115234375,161.61832
147,person,669.5237426757812,148.46686
147,person,792.3961181640625,126.48035
147,person,892.3927001953125,199.71669
147,droide,718.8675537109375,161.02835
148,droide,635.5821533203125,137.68164
148,person,1005.5550537109375,209.93701
148,person,751.2821044921875,205.26797
148,person,678.9168090820312,72.396324
148,droide,725.2633666992188,161.67854
148,person,793.6039428710938,123.87596
